PetType,Breed,Breed_Korean,Breed_English,CoatType,CoatColor,Size
PAF01,185,치눅,Chinook,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,186,치와와,Chihuahua,"PAD01,PAD02","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB01
PAF01,187,카디건 웰시 코기,Cardigan Welsh Corgi,PAD02,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,188,카렐리안 베어독,Karelian Bear Dog,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,189,카바리에 킹 찰스 스파니엘,Cavalier King Charles Spaniel,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,190,카이 켄,Kai Ken,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,191,카타호울라 레오파드 도그,Catahoula Leopard Dog,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,192,컬리 코티드 리트리버,Curly-Coated Retriever,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,193,케리 블루 테리어,Kerry Blue Terrier,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,194,케언 테리어,Cairn Terrier,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,195,케이넌 도그,Canaan Dog,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,196,케이스혼드,Keeshond,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,197,케인코르소,Cane Corso,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,198,코몬돌,Komondor,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,199,코카시안 셰퍼드 도그,Caucasian Shepherd Dog,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB05
PAF01,200,코커 스파니엘,Cocker Spaniel,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,201,코튼 드 툴리어,Coton De Tulear,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,202,콜리,Collie,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,203,쿠바츠,Kuvasz,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,204,크롬폴란데,Kromfohrlander,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,205,클럼버 스파니엘,Clumber Spaniel,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,206,타이 리지백,Thai Ridgeback,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,207,테디 루즈벨트 테리어,Teddy Roosevelt Terrier,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,208,토른쟈크,Tornjak,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,209,토이 폭스 테리어,Toy Fox Terrier,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB01
PAF01,210,트리잉 테니시 브린들,Treeing Tennessee Brindle,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,211,티벳탄 마스티프,Tibetan Mastiff,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB05
PAF01,212,티벳탄 스파니엘,Tibetan Spaniel,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,213,티벳탄 테리어,Tibetan Terrier,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,214,파라오 하운드,Pharaoh Hound,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,215,파슨 러셀 테리어,Parson Russell Terrier,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,216,파피용,Papillon,PAD02,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB01
PAF01,217,퍼그,Pug,PAD01,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,218,페로 드 프레사 카나리오,Perro De Presa Canario,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,219,페루비안 잉카 오키드,Peruvian Inca Orchid,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,220,페키니즈,Pekingese,PAD02,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,221,펨브로크 웰시 코기,Pembroke Welsh Corgi,PAD02,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,222,포르투기스 쉽독,Portuguese Sheepdog,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,223,포르투기스 워터 독,Portuguese Water Dog,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,224,포르투기스 포덴고,Portuguese Podengo,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06","PAB02,PAB03,PAB04"
PAF01,225,포르투기스 포인터,Portuguese Pointer,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,226,포메라니안,Pomeranian,PAD02,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB01
PAF01,227,포인터,Pointer,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,228,폴리시 로우랜드 쉽독,Polish Lowland Sheepdog,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,229,푸델포인터,Pudelpointer,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,230,푸들,Poodle,PAD03,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06","PAB01,PAB03,PAB05"
PAF01,231,푸미,Pumi,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,232,풀리,Puli,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,233,풍산개,Poongsan,"PAD01,PAD02","PAE01,PAE04",PAB03
PAF01,234,프렌치 불독,French Bulldog,PAD01,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,235,프렌치 스파니엘,French Spaniel,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,236,프티 바세 그리퐁 방데,Petit Basset Griffon Vendeen,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,237,플랫 코티드 리트리버,Flat-Coated Retriever,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,238,플롯,Plott,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,239,피니시 랩훈트,Finnish Lapphund,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,240,피니시 스피츠,Finnish Spitz,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,241,피레니안 마스티프,Pyrenean Mastiff,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB05
PAF01,242,피레니안 셰퍼드,Pyrenean Shepherd,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,243,필드 스파니엘,Field Spaniel,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,244,해리어,Harrier,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,245,해밀톤스퇴바레,Hamiltonstovare,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,246,허배너스,Havanese,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,247,호바와트,Hovawart,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,248,홋카이도,Hokkaido,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,249,휘펫,Whippet,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
